130816
0.968666 0.530204
0.016922 0.436078
1.127042 -0.017693
-1.178797 0.597986
1.308191 -1.139816
0.535478 0.367940
-1.691942 -0.684295
-0.280813 1.103083
-0.252553 0.327936
0.003098 0.094457
-0.651874 0.822540
-1.078541 0.238283
-0.604963 0.500707
-0.825010 -0.712878
-0.466967 0.766832
0.393422 0.235165
0.171076 1.011223
-1.071742 -1.351055
-1.237421 0.577646
0.018631 0.515442
-0.436133 -0.580923
2.156724 0.658147
1.679421 0.024117
-1.344686 -0.044329
0.316802 0.295187
1.218822 -0.700836
-0.068530 1.329798
-0.442168 -0.462989
-0.418525 -0.385635
1.646980 -0.223838
-1.266579 -1.044226
0.052010 -0.353944
0.910535 0.547066
0.408310 -0.967252
1.751835 0.441483
-0.897205 1.030829
0.272818 -0.391447
2.186947 1.506939
-0.474989 0.412376
-0.304417 -0.755548
0.832790 0.175808
-0.189173 0.808466
-0.488215 1.037492
-0.026626 -0.466454
-0.620950 0.133039
2.538815 -1.415701
0.278140 0.873641
0.157141 -1.516419
0.131128 -1.281701
0.061956 -1.455622
-1.006382 0.242524
-0.105386 0.598746
-0.438376 1.074594
0.016214 0.009295
1.192821 0.795911
0.909740 1.333555
1.278614 -0.197128
-0.713969 0.167158
-0.114761 -0.188619
1.673673 0.334802
1.135749 -0.066661
-0.119284 -1.270678
-0.774835 0.087823
0.634107 -0.307215
-1.110205 0.034775
0.126385 0.460752
-1.619150 -0.056985
-0.658108 0.718587
1.627970 0.111671
1.042185 -1.121403
0.296910 0.811820
-0.172134 1.087773
0.941012 0.613484
-0.533414 0.507236
-0.029501 -1.185470
-0.803913 -0.472476
-0.596315 -1.663189
1.438911 -0.177759
1.024567 -0.203370
-0.171297 -0.581242
0.103552 0.776363
0.360743 -0.158126
0.386297 0.734005
0.108580 -0.328282
-0.110249 0.202525
-0.998503 -0.391762
-0.375371 0.317297
-1.650846 -0.911993
0.231314 -0.319868
-0.876480 0.779718
-0.977339 -0.407631
-0.294256 0.974080
0.187775 0.369468
-0.146310 0.099630
1.796731 -0.678437
-0.914723 0.222672
0.712947 -0.096254
-0.480180 -0.419838
3.252790 0.155857
0.494101 1.030672
-1.178163 0.371602
-0.962043 0.195987
0.138018 -0.223248
0.339166 0.025764
1.396126 -1.654203
0.904554 0.125242
-1.347471 0.253452
0.212023 0.276990
-0.208755 0.131057
0.695246 0.339205
-0.384083 -0.043006
-0.945107 0.440523
0.964379 -1.117214
0.332006 -0.451210
-0.763673 -0.522311
2.077357 -1.149711
0.577816 0.564402
0.365841 -0.179733
-0.991114 -0.083133
0.817949 -0.339851
0.144793 -0.076243
-0.113678 0.489334
